0,360,304,-1,-1,-1,-1,1,248,517,-1
0,360,316,-1,-1,-1,-1,1,592,272,-1
0,360,314,-1,-1,-1,-1,1,509,401,-1
0,360,305,-1,-1,-1,-1,1,779,196,-1
0,360,317,-1,-1,-1,-1,1,185,443,-1
0,360,319,-1,-1,-1,-1,1,125,347,-1
0,360,306,-1,-1,-1,-1,1,137,188,-1
0,360,312,-1,-1,-1,-1,1,353,105,-1
0,360,323,-1,-1,-1,-1,1,764,93,-1
0,360,320,-1,-1,-1,-1,1,144,434,-1
0,360,309,-1,-1,-1,-1,1,281,171,-1
0,360,300,-1,-1,-1,-1,1,628,137,-1
0,360,303,-1,-1,-1,-1,1,275,558,-1
0,360,313,-1,-1,-1,-1,1,635,450,-1
0,360,322,-1,-1,-1,-1,1,862,318,-1
0,360,318,-1,-1,-1,-1,1,473,552,-1
0,360,310,-1,-1,-1,-1,1,702,518,-1
0,360,299,-1,-1,-1,-1,1,834,557,-1
0,360,311,-1,-1,-1,-1,1,432,384,-1
0,360,324,-1,-1,-1,-1,1,5,170,-1
0,360,321,-1,-1,-1,-1,1,805,493,-1
0,360,315,-1,-1,-1,-1,1,587,420,-1
0,360,302,-1,-1,-1,-1,1,149,161,-1
0,360,25,-1,-1,-1,-1,1,406,607,-1
0,360,26,-1,-1,-1,-1,1,558,508,-1
0,360,114,-1,-1,-1,-1,1,419,457,-1
0,360,101,-1,-1,-1,-1,1,372,488,-1
0,360,107,-1,-1,-1,-1,1,387,292,-1
0,360,122,-1,-1,-1,-1,1,790,186,-1
0,360,132,-1,-1,-1,-1,1,401,423,-1
0,360,123,-1,-1,-1,-1,1,557,240,-1
0,360,105,-1,-1,-1,-1,1,982,182,-1
0,360,91,-1,-1,-1,-1,1,418,302,-1
0,360,109,-1,-1,-1,-1,1,226,480,-1
0,360,78,-1,-1,-1,-1,1,758,308,-1
0,360,92,-1,-1,-1,-1,1,825,440,-1
0,360,74,-1,-1,-1,-1,1,415,233,-1
0,360,57,-1,-1,-1,-1,1,202,406,-1
0,361,304,-1,-1,-1,-1,1,236,537,-1
0,361,316,-1,-1,-1,-1,1,571,282,-1
0,361,325,-1,-1,-1,-1,1,267,635,-1
0,361,314,-1,-1,-1,-1,1,531,391,-1
0,361,305,-1,-1,-1,-1,1,785,173,-1
0,361,317,-1,-1,-1,-1,1,183,419,-1
0,361,326,-1,-1,-1,-1,1,8,212,-1
0,361,319,-1,-1,-1,-1,1,128,370,-1
0,361,306,-1,-1,-1,-1,1,125,208,-1
0,361,312,-1,-1,-1,-1,1,329,106,-1
0,361,323,-1,-1,-1,-1,1,750,104,-1
0,361,320,-1,-1,-1,-1,1,145,410,-1
0,361,309,-1,-1,-1,-1,1,305,169,-1
0,361,300,-1,-1,-1,-1,1,652,136,-1
0,361,303,-1,-1,-1,-1,1,265,573,-1
0,361,313,-1,-1,-1,-1,1,612,454,-1
0,361,322,-1,-1,-1,-1,1,842,331,-1
0,361,318,-1,-1,-1,-1,1,497,550,-1
0,361,310,-1,-1,-1,-1,1,710,496,-1
0,361,299,-1,-1,-1,-1,1,851,571,-1
0,361,311,-1,-1,-1,-1,1,455,391,-1
0,361,324,-1,-1,-1,-1,1,29,171,-1
0,361,321,-1,-1,-1,-1,1,790,476,-1
0,361,315,-1,-1,-1,-1,1,564,414,-1
0,361,302,-1,-1,-1,-1,1,133,146,-1
0,361,25,-1,-1,-1,-1,1,408,583,-1
0,361,26,-1,-1,-1,-1,1,582,506,-1
0,361,114,-1,-1,-1,-1,1,395,455,-1
0,361,101,-1,-1,-1,-1,1,368,512,-1
0,361,107,-1,-1,-1,-1,1,373,311,-1
0,361,122,-1,-1,-1,-1,1,766,186,-1
0,361,132,-1,-1,-1,-1,1,412,402,-1
0,361,123,-1,-1,-1,-1,1,581,239,-1
0,361,91,-1,-1,-1,-1,1,442,300,-1
0,361,109,-1,-1,-1,-1,1,228,456,-1
0,361,78,-1,-1,-1,-1,1,778,322,-1
0,361,92,-1,-1,-1,-1,1,810,422,-1
0,361,74,-1,-1,-1,-1,1,391,231,-1
0,361,57,-1,-1,-1,-1,1,197,429,-1
0,362,304,-1,-1,-1,-1,1,223,558,-1
0,362,316,-1,-1,-1,-1,1,549,293,-1
0,362,325,-1,-1,-1,-1,1,273,612,-1
0,362,314,-1,-1,-1,-1,1,553,381,-1
0,362,305,-1,-1,-1,-1,1,791,150,-1
0,362,317,-1,-1,-1,-1,1,180,395,-1
0,362,326,-1,-1,-1,-1,1,31,219,-1
0,362,319,-1,-1,-1,-1,1,131,394,-1
0,362,306,-1,-1,-1,-1,1,114,229,-1
0,362,312,-1,-1,-1,-1,1,305,108,-1
0,362,323,-1,-1,-1,-1,1,726,105,-1
0,362,320,-1,-1,-1,-1,1,147,387,-1
0,362,309,-1,-1,-1,-1,1,329,167,-1
0,362,300,-1,-1,-1,-1,1,676,134,-1
0,362,303,-1,-1,-1,-1,1,265,597,-1
0,362,313,-1,-1,-1,-1,1,588,457,-1
0,362,322,-1,-1,-1,-1,1,822,344,-1
0,362,318,-1,-1,-1,-1,1,521,547,-1
0,362,310,-1,-1,-1,-1,1,718,473,-1
0,362,299,-1,-1,-1,-1,1,853,594,-1
0,362,311,-1,-1,-1,-1,1,478,397,-1
0,362,324,-1,-1,-1,-1,1,53,171,-1
